time,Temp1,Temp2,Temp3,dates
1504200,24.653313925805065,22.95630459828424,21.392690815648525,2022-05-09 00:00:00
1504800,24.59271604170524,22.96228459813245,21.411702524919026,2022-05-09 00:10:00
1505400,24.527482822591896,22.965716430203678,21.42984325116221,2022-05-09 00:20:00
1506000,24.457716139277583,22.966579540816067,21.447071122646957,2022-05-09 00:30:00
1506600,24.383526443481333,22.964858196546743,21.463345931433427,2022-05-09 00:40:00
1507200,24.305032558773284,22.96054151504056,21.478629210412848,2022-05-09 00:50:00
1507800,24.22236145558149,22.953623486590807,21.492884307041844,2022-05-09 01:00:00
1508400,24.13564801069572,22.944102986451664,21.506076453631227,2022-05-09 01:10:00
1509000,24.0450347517202,22.931983777855883,21.51817283405243,2022-05-09 01:20:00
1509600,23.95067158696252,22.917274505737016,21.52914264673934,2022-05-09 01:30:00
1510200,23.852715521275645,22.899988681161545,21.53895716386027,2022-05-09 01:40:00
1510800,23.751330358389097,22.88014465650484,21.547589786550937,2022-05-09 01:50:00
1511400,23.646686390299905,22.857765591417177,21.55501609610191,2022-05-09 02:00:00
1512000,23.538960074310666,22.832879409641382,21.56121390100376,2022-05-09 02:10:00
1512600,23.42833369833203,22.805518746768485,21.566163279758115,2022-05-09 02:20:00
1513200,23.31499503508343,22.77572088902576,21.569846619375387,2022-05-09 02:30:00
1513800,23.199136985853965,22.743527703219403,21.57224864948527,2022-05-09 02:40:00
1514400,23.08095721449663,22.70898555795768,21.5733564719932,2022-05-09 02:50:00
1515000,22.960657772357337,22.67214523630965,21.57315958622844,2022-05-09 03:00:00
1515600,22.838444714845767,22.633061840034905,21.571649909458515,2022-05-09 03:10:00
1516200,22.71452771038309,22.591794685731625,21.568821793121494,2022-05-09 03:20:00
1516800,22.58911964247747,22.54840719271292,21.564672033952107,2022-05-09 03:30:00
1517400,22.462436205661824,22.502966763284384,21.55919988075765,2022-05-09 03:40:00
1518000,22.334695496084468,22.455544655376578,21.552407036492617,2022-05-09 03:50:00
1518600,22.206117597523857,22.406215847835316,21.54429765564755,2022-05-09 04:00:00
1519200,22.076924163615107,22.355058898630286,21.534878336974806,2022-05-09 04:10:00
1519800,21.94733799708419,22.302155796251707,21.524158111566187,2022-05-09 04:20:00
1520400,21.81758262678914,22.24759180457965,21.512148426306062,2022-05-09 04:30:00
1521000,21.687881883374992,22.19145530151584,21.49886312273012,2022-05-09 04:40:00
1521600,21.558459474348194,22.13383761168906,21.484318411330133,2022-05-09 04:50:00
1522200,21.429538559379314,22.074832833550104,21.46853284135332,2022-05-09 05:00:00
1522800,21.301341326644607,22.01453766118495,21.451527266153487,2022-05-09 05:10:00
1523400,21.174088571008696,21.953051201186238,21.43332480415939,2022-05-09 05:20:00
1524000,21.047999274854988,21.890474784929634,21.4139507955348,2022-05-09 05:30:00
1524600,20.923290192358166,21.826911776614384,21.39343275461235,2022-05-09 05:40:00
1525200,20.80017543799266,21.762467377430603,21.3718003181913,2022-05-09 05:50:00
1525800,20.678866080058253,21.697248426227183,21.34908518979752,2022-05-09 06:00:00
1526400,20.559569739997155,21.631363197059702,21.32532108001155,2022-05-09 06:10:00
1527000,20.44249019826595,21.564921194002302,21.300543642978205,2022-05-09 06:20:00
1527600,20.327827007510344,21.49803294361413,21.274790409217783,2022-05-09 06:30:00
1528200,20.215775113780563,21.43080978545648,21.24810071486649,2022-05-09 06:40:00
1528800,20.106524486508004,21.363363661056525,21.22051562748245,2022-05-09 06:50:00
1529400,20.000259757947155,21.295806901721527,21.19207786855458,2022-05-09 07:00:00
1530000,19.89715987276912,21.22825201560537,21.16283173286561,2022-05-09 07:10:00
1530600,19.797397748472918,21.160811474433302,21.13282300485852,2022-05-09 07:20:00
1531200,19.701139947262487,21.09359750029089,21.102098872169503,2022-05-09 07:30:00
1531800,19.608546360012213,21.026721852882087,21.070707836487717,2022-05-09 07:40:00
1532400,19.51976990292327,20.960295617660737,21.038699621914287,2022-05-09 07:50:00
1533000,19.43495622744907,20.89442899524025,21.00612508099296,2022-05-09 08:00:00
1533600,19.354243444039444,20.82923109248001,20.97303609859225,2022-05-09 08:10:00
1534200,19.27776186023195,20.7648097156479,20.939485493819998,2022-05-09 08:20:00
1534800,19.20563373358752,20.701271166051,20.90552692015932,2022-05-09 08:30:00
1535400,19.13797303994099,20.63872003852361,20.871214764013455,2022-05-09 08:40:00
1536000,19.074885257408084,20.577259023156085,20.836604041853537,2022-05-09 08:50:00
1536600,19.01646716655923,20.51698871066436,20.80175029623753,2022-05-09 09:00:00
1537200,18.962806667141127,20.45800740164148,20.76670949052553,2022-05-09 09:10:00
1537800,18.91398261169461,20.40041092035793,20.731537903238713,2022-05-09 09:20:00
1538400,18.87006465638633,20.344292433101028,20.696292021548768,2022-05-09 09:30:00
1539000,18.831113129339403,20.28974227161508,20.661028434388268,2022-05-09 09:40:00
1539600,18.79717891670856,20.236847761937973,20.62580372538772,2022-05-09 09:50:00
1540200,18.768303366724023,20.185693058945816,20.59067436581985,2022-05-09 10:00:00
1540800,18.744518211881783,20.13635898692545,20.555696607752985,2022-05-09 10:10:00
1541400,18.72584550943036,20.08892288647888,20.52092637761765,2022-05-09 10:20:00
1542000,18.712297600266435,20.043458468048687,20.48641917038832,2022-05-09 10:30:00
1542600,18.70387708632005,20.00003567234599,20.452229944581234,2022-05-09 10:40:00
1543200,18.70057682647015,19.958720537945847,20.418413018269288,2022-05-09 10:50:00
1543800,18.702379951000104,19.91957507629955,20.385021966310383,2022-05-09 11:00:00
1544400,18.709259894564664,19.8826571544064,20.352109518985003,2022-05-09 11:10:00
1545000,18.721180447606635,19.84802038536465,20.319727462236752,2022-05-09 11:20:00
